trait,master_species,value,unit,resource_id,contributor_id
depth_range,Trachyphyllia geoffroyi,38,m,11,jmadin
depth_range,Trematotrochus corbicula,176,m,41,jmadin
depth_range,Trematotrochus hedleyi,92,m,41,jmadin
depth_range,Trochocyathus apertus,37,m,,jmadin
depth_range,Trochocyathus brevispina,450,m,,jmadin
depth_range,Trochocyathus burchae,35,m,,jmadin
depth_range,Trochocyathus caryophylloides,229,m,,jmadin
depth_range,Trochocyathus cepulla,212,m,,jmadin
depth_range,Trochocyathus cooperi,99,m,,jmadin
depth_range,Trochocyathus decamera,18,m,,jmadin
depth_range,Trochocyathus discus,460,m,,jmadin
depth_range,Trochocyathus efateensis,46,m,,jmadin
depth_range,Trochocyathus fasciatus,0,m,,jmadin
depth_range,Trochocyathus fossulus,570,m,,jmadin
depth_range,Trochocyathus gardineri,196,m,,jmadin
depth_range,Trochocyathus gordoni,312,m,,jmadin
depth_range,Trochocyathus hastatus,436,m,,jmadin
depth_range,Trochocyathus japonicus,300,m,,jmadin
depth_range,Trochocyathus longispina,434,m,,jmadin
depth_range,Trochocyathus maculatus,458,m,,jmadin
depth_range,Trochocyathus patelliformis,240,m,,jmadin
depth_range,Trochocyathus philippinensis,276,m,,jmadin
depth_range,Trochocyathus rawsonii,1568,m,,jmadin
depth_range,Trochocyathus rhombocolumna,420,m,,jmadin
depth_range,Trochocyathus semperi,207,m,,jmadin
depth_range,Trochocyathus vasiformis,327,m,,jmadin
depth_range,Trochopsammia infundibulum,940,m,196,jmadin
depth_range,Trochopsammia togata,1317,m,46,jmadin
depth_range,Tropidocyathus labidus,486,m,41,jmadin
depth_range,Tropidocyathus lessonii,371,m,50,jmadin
depth_range,Truncatoflabellum aculeatum,104,m,50,jmadin
depth_range,Truncatoflabellum angiostomum,121,m,42,jmadin
depth_range,Truncatoflabellum angustum,335,m,47,jmadin
depth_range,Truncatoflabellum arcuatum,14,m,45,jmadin
depth_range,Truncatoflabellum australiensis,90,m,42,jmadin
depth_range,Truncatoflabellum candeanum,220,m,50,jmadin
depth_range,Truncatoflabellum carinatum,244,m,50,jmadin
depth_range,Truncatoflabellum cumingii,9,m,50,jmadin
depth_range,Truncatoflabellum dens,269,m,50,jmadin
depth_range,Truncatoflabellum formosum,896,m,50,jmadin
depth_range,Truncatoflabellum gardineri,44,m,46,jmadin
depth_range,Truncatoflabellum inconstans,55,m,46,jmadin
depth_range,Truncatoflabellum incrustatum,385,m,50,jmadin
depth_range,Truncatoflabellum irregulare,31,m,50,jmadin
depth_range,Truncatoflabellum macroeschara,143,m,42,jmadin
depth_range,Truncatoflabellum martensii,43,m,40,jmadin
depth_range,Truncatoflabellum mortenseni,405,m,47,jmadin
depth_range,Truncatoflabellum multispinosum,121,m,46,jmadin
depth_range,Truncatoflabellum paripavoninum,1056,m,50,jmadin
depth_range,Truncatoflabellum phoenix,423,m,45,jmadin
depth_range,Truncatoflabellum pusillum,375,m,50,jmadin
depth_range,Truncatoflabellum spheniscus,172,m,50,jmadin
depth_range,Truncatoflabellum stabile,2224,m,50,jmadin
depth_range,Truncatoflabellum stokesii(M.,244,m,50,jmadin
depth_range,Truncatoflabellum vanuatu,135,m,83,jmadin
depth_range,Truncatoflabellum veroni,104,m,42,jmadin
depth_range,Truncatoflabellum vigintifarium,412,m,40,jmadin
depth_range,Truncatoflabellum zulense,22,m,46,jmadin
depth_range,Truncatoguynia irregularis,254,m,50,jmadin
depth_range,Tubastrea coccinea,110,m,44,jmadin
depth_range,Tubastrea diaphana,54,m,47,jmadin
depth_range,Tubastrea faulkneri,2,m,44,jmadin
depth_range,Tubastrea floreana,3,m,44,jmadin
depth_range,Tubastrea micrantha,60,m,46,jmadin
depth_range,Tubastrea tagusensis,42,m,44,jmadin
depth_range,Turbinaria bifrons,23,m,11,jmadin
depth_range,Turbinaria conspicua,18,m,11,jmadin
depth_range,Turbinaria frondens,13,m,11,jmadin
depth_range,Turbinaria heronensis,10,m,11,jmadin
depth_range,Turbinaria irregularis,15,m,11,jmadin
depth_range,Turbinaria mesenterina,17,m,11,jmadin
depth_range,Turbinaria patula,13,m,11,jmadin
depth_range,Turbinaria peltata,24.5,m,11,jmadin
depth_range,Turbinaria radicalis,23,m,11,jmadin
depth_range,Turbinaria reniformis,13,m,11,jmadin
depth_range,Turbinaria stellulata,13,m,11,jmadin
depth_range,Turbinolia stephensoni,15,m,41,jmadin
depth_range,Vaughanella concinna,2518,m,,jmadin
depth_range,Vaughanella margaritata,0,m,,jmadin
depth_range,Vaughanella multipalifera,93,m,,jmadin
depth_range,Vaughanella oreophila,774,m,,jmadin
depth_range,Zoopilus echinatus,8,m,11,jmadin
depth_range,Acropora akajimensis,19.5,m,24,tbridge
depth_range,Acropora bifurcata,24,m,24,tbridge
depth_range,Acropora convexa,19,m,24,tbridge
depth_range,Acropora cophodactyla,12,m,24,tbridge
depth_range,Acropora efflorescens,30,m,24,tbridge
depth_range,Acropora elegantula,18,m,24,tbridge
depth_range,Acropora exquisita,18,m,24,tbridge
depth_range,Acropora fastigata,18,m,24,tbridge
depth_range,Acropora filiformis,12,m,24,tbridge
depth_range,Acropora forskali,23,m,24,tbridge
depth_range,Acropora gomezi,10,m,24,tbridge
depth_range,Acropora haimei,14.5,m,24,tbridge
depth_range,Acropora halmaherae,10,m,24,tbridge
depth_range,Acropora inermis,24.5,m,24,tbridge
depth_range,Acropora insignis,29.5,m,24,tbridge
depth_range,Acropora irregularis,14,m,24,tbridge
depth_range,Acropora japonica,7,m,24,tbridge
depth_range,Acropora lamarcki,13,m,24,tbridge
depth_range,Acropora lianae,19.5,m,24,tbridge
depth_range,Acropora macrostoma,11.5,m,24,tbridge
depth_range,Acropora maryae,13,m,24,tbridge
depth_range,Acropora massawensis,12,m,24,tbridge
depth_range,Acropora meridiana,12,m,24,tbridge
depth_range,Acropora minuta,7,m,24,tbridge
depth_range,Acropora mirabilis,23,m,24,tbridge
depth_range,Acropora natalensis,25,m,24,tbridge
depth_range,Acropora navini,15,m,24,tbridge
depth_range,Acropora ocellata,10,m,24,tbridge
depth_range,Acropora orbicularis,9,m,24,tbridge
depth_range,Acropora pagoensis,11,m,24,tbridge
depth_range,Acropora parahemprichii,12,m,24,tbridge
depth_range,Acropora parapharaonis,15,m,24,tbridge
depth_range,Acropora pectinatus,18,m,24,tbridge
depth_range,Acropora pinguis,19.5,m,24,tbridge
depth_range,Acropora plana,28,m,24,tbridge
depth_range,Acropora plantaginea,8,m,24,tbridge
depth_range,Acropora proximalis,12,m,24,tbridge
depth_range,Acropora pruinosa,18,m,24,tbridge
depth_range,Acropora ridzwani,15,m,24,tbridge
depth_range,Acropora rongelapensis,20,m,24,tbridge
depth_range,Acropora rufus,8,m,24,tbridge
depth_range,Acropora scherzeriana,13,m,24,tbridge
depth_range,Acropora schmitti,13,m,24,tbridge
depth_range,Acropora sekiseiensis,13,m,24,tbridge
depth_range,Acropora seriata,9,m,24,tbridge
depth_range,Acropora stoddarti,27,m,24,tbridge
depth_range,Acropora sukarnoi,27,m,24,tbridge
depth_range,Acropora tanegashimensis,12,m,24,tbridge
depth_range,Acropora teres,18,m,24,tbridge
depth_range,Acropora tizardi,23,m,24,tbridge
depth_range,Acropora torihalimeda,15,m,24,tbridge
depth_range,Acropora torresiana,5,m,24,tbridge
depth_range,Acropora tumida,19,m,24,tbridge
depth_range,Acropora tutuilensis,17,m,24,tbridge
depth_range,Acropora variabilis,19,m,24,tbridge
depth_range,Acropora vermiculata,19.5,m,24,tbridge
depth_range,Acropora wallaceae,14.5,m,24,tbridge
depth_range,Agaricia fragilis,92,m,24,tbridge
depth_range,Agaricia undata,60,m,24,tbridge
depth_range,Alveopora ocellata,20,m,24,tbridge
depth_range,Anacropora pillai,17,m,24,tbridge
depth_range,Anacropora spumosa,10,m,24,tbridge
depth_range,Calathiscus tantillus,18,m,24,tbridge
depth_range,Dichocoenia stellaris,7,m,24,tbridge
depth_range,Echinophyllia pectinata,35,m,24,tbridge
depth_range,Echinopora irregularis,3,m,24,tbridge
depth_range,Echinopora tiranensis,0,m,24,tbridge
depth_range,Heteropsammia cochlea,90,m,24,tbridge
depth_range,Heteropsammia eupsammides,23,m,24,tbridge
depth_range,Indophyllia macassarensis,5,m,24,tbridge
depth_range,Acropora cylindrica,12,m,24,tbridge
depth_range,Acropora elizabethensis,19,m,24,tbridge
depth_range,Madracis auretenra,37,m,24,tbridge
depth_range,Madracis carmabi,20,m,24,tbridge
depth_range,Meandrina braziliensis,10,m,24,tbridge
depth_range,Meandrina danae,75,m,24,tbridge
depth_range,Micromussa diminuta,12,m,24,tbridge
depth_range,Montipora aspergillus,9,m,24,tbridge
depth_range,Montipora echinata,9,m,24,tbridge
depth_range,Montipora hemispherica,19,m,24,tbridge
depth_range,Montipora kellyi,10,m,24,tbridge
depth_range,Montipora pachytuberculata,9,m,24,tbridge
depth_range,Mycetophyllia reesi,56,m,24,tbridge
depth_range,Oculina robusta,20,m,24,tbridge
depth_range,Oculina tenella,50,m,24,tbridge
depth_range,Oculina valenciennesi,25,m,24,tbridge
depth_range,Oxypora convoluta,25,m,24,tbridge
depth_range,Pavona xarifae,20,m,24,tbridge
depth_range,Podabacia sinai,10,m,24,tbridge
depth_range,Porites colonensis,23,m,24,tbridge
depth_range,Porites decasepta,3,m,24,tbridge
depth_range,Porites evermanni,29,m,24,tbridge
depth_range,Porites flavus,19,m,24,tbridge
depth_range,Psammocora albopicta,27,m,24,tbridge
depth_range,Schizoculina africana,34,m,24,tbridge
depth_range,Schizoculina fissipara,34,m,24,tbridge
depth_range,Scolymia wellsi,30,m,24,tbridge
depth_range,Stylocoeniella muscosus,8,m,24,tbridge
depth_range,Cycloseris colini,22,m,24,tbridge
depth_range,Cycloseris erosa,26,m,24,tbridge
depth_range,Fungia corona,26,m,24,tbridge
depth_range,Fungia klunzingeri,24,m,24,tbridge
depth_range,Herpolitha weberi,29,m,24,tbridge
depth_range,Acropora cardenae,40,m,287,tbridge
depth_range,Coscinaraea wellsi,48,m,287,tbridge
depth_range,Cynarina lacrymalis,67,m,287,tbridge
depth_range,Echinophyllia aspera,87,m,287,tbridge
depth_range,Favites halicora,55,m,287,tbridge
depth_range,Galaxea astreata,54,m,287,tbridge
depth_range,Goniopora djiboutiensis,53,m,287,tbridge
depth_range,Hydnophora exesa,54,m,287,tbridge
depth_range,Leptoseris striata,88,m,287,tbridge
depth_range,Montipora foliosa,45,m,287,tbridge
depth_range,Montipora millepora,53,m,287,tbridge
depth_range,Pavona minuta,49,m,287,tbridge
depth_range,Pocillopora damicornis,54,m,287,tbridge
depth_range,Pocillopora molokensis,35,m,287,tbridge
depth_range,Porites lutea,70,m,287,tbridge
depth_range,Porites myrmidonensis,52,m,287,tbridge
depth_range,Seriatopora hystrix,54,m,287,tbridge
depth_range,Fungia danai,54,m,287,tbridge
depth_range,Acropora clathrata,22,m,288,tbridge
depth_range,Astreopora incrustans,39,m,288,tbridge
depth_range,Astreopora listeri,25,m,288,tbridge
depth_range,Astreopora ocellata,25,m,288,tbridge
depth_range,Caulastrea tumida,38,m,288,tbridge
depth_range,Favia matthaii,39,m,288,tbridge
depth_range,Fungia paumotensis,29,m,288,tbridge
depth_range,Fungia scutaria,39,m,288,tbridge
depth_range,Goniastrea palauensis,29,m,288,tbridge
depth_range,Goniopora tenuidens,38,m,288,tbridge
depth_range,Horastrea indica,40,m,288,tbridge
depth_range,Leptastrea bottae,28,m,288,tbridge
depth_range,Montastrea annuligera,30,m,288,tbridge
depth_range,Oulophyllia crispa,38,m,288,tbridge
depth_range,Platygyra daedalea,40,m,288,tbridge
depth_range,Turbinaria irregularis,35,m,288,tbridge
depth_range,Turbinaria peltata,39.5,m,288,tbridge
depth_range,Cycloseris patelliformis,17.5,m,288,tbridge
depth_range,Acropora elseyi,30,m,289,tbridge
depth_range,Acropora granulosa,42,m,289,tbridge
depth_range,Acropora nasuta,27,m,289,tbridge
depth_range,Acropora valida,44,m,289,tbridge
depth_range,Alveopora verrilliana,47,m,289,tbridge
depth_range,Astreopora myriophthalma,47,m,289,tbridge
depth_range,Cyphastrea microphthalma,50,m,289,tbridge
depth_range,Echinopora gemmacea,50,m,289,tbridge
depth_range,Echinopora lamellosa,49,m,289,tbridge
depth_range,Favia speciosa,50,m,289,tbridge
depth_range,Favia stelligera,40,m,289,tbridge
depth_range,Favites abdita,50,m,289,tbridge
depth_range,Favites complanata,49,m,289,tbridge
depth_range,Favites pentagona,50,m,289,tbridge
depth_range,Fungia concinna,49,m,289,tbridge
depth_range,Fungia fungites,49,m,289,tbridge
depth_range,Gardineroseris planulata,38,m,289,tbridge
depth_range,Leptastrea transversa,50,m,289,tbridge
depth_range,Leptoseris explanata,55,m,289,tbridge
depth_range,Leptoseris mycetoseroides,70,m,289,tbridge
depth_range,Montastrea curta,45,m,289,tbridge
depth_range,Montipora aequituberculata,35,m,289,tbridge
depth_range,Montipora danae,50,m,289,tbridge
depth_range,Montipora floweri,34,m,289,tbridge
depth_range,Montipora meandrina,49,m,289,tbridge
depth_range,Montipora stilosa,50,m,289,tbridge
depth_range,Montipora verrilli,40,m,289,tbridge
depth_range,Montipora verrucosa,44,m,289,tbridge
depth_range,Mycedium elephantotus,67,m,289,tbridge
depth_range,Pavona cactus,32,m,289,tbridge
depth_range,Pavona maldivensis,35,m,289,tbridge
depth_range,Plerogyra sinuosa,37,m,289,tbridge
depth_range,Podabacia crustacea,37,m,289,tbridge
depth_range,Porites australiensis,49,m,289,tbridge
depth_range,Porites echinulata,49,m,289,tbridge
depth_range,Porites lichen,39,m,289,tbridge
depth_range,Porites rus,34,m,289,tbridge
depth_range,Porites solida,39,m,289,tbridge
depth_range,Psammocora profundacella,39,m,289,tbridge
depth_range,Stylophora kuehlmanni,65,m,289,tbridge
depth_range,Stylophora mamillata,25,m,289,tbridge
depth_range,Ctenactis crassa,64,m,290,tbridge
depth_range,Echinomorpha nishihirai,35,m,291,tbridge
depth_range,Pachyseris speciosa,84,m,291,tbridge
depth_range,Leptoseris gardineri,60,m,292,tbridge
depth_range,Leptoseris papyracea,88,m,292,tbridge
depth_range,Leptoseris scabra,119,m,292,tbridge
depth_range,Leptoseris tubulifera,50,m,292,tbridge
depth_range,Leptoseris yabei,69,m,292,tbridge
depth_range,Leptoseris hawaiiensis,150,m,293,tbridge
depth_range,Psammocora stellata,70,m,293,tbridge
depth_range,Leptoseris incrustans,40,m,294,tbridge
depth_range,Stylophora pistillata,64,m,295,tbridge
depth_range,Trachyphyllia geoffroyi,38,m,24,tbridge
abundance_world,Acanthastrea bowerbanki,rare,cat,11,jmadin
abundance_world,Acanthastrea brevis,uncommon,cat,11,jmadin
abundance_world,Acanthastrea echinata,common,cat,11,jmadin
abundance_world,Acanthastrea faviaformis,uncommon,cat,11,jmadin
abundance_world,Acanthastrea hemprichii,uncommon,cat,11,jmadin
abundance_world,Acanthastrea hillae,common,cat,11,jmadin
abundance_world,Acanthastrea ishigakiensis,uncommon,cat,11,jmadin
abundance_world,Acanthastrea lordhowensis,uncommon,cat,11,jmadin
abundance_world,Acanthastrea maxima,rare,cat,11,jmadin
abundance_world,Acanthastrea regularis,uncommon,cat,11,jmadin
abundance_world,Acanthastrea rotundoflora,uncommon,cat,11,jmadin
abundance_world,Acanthastrea subechinata,uncommon,cat,11,jmadin
abundance_world,Acropora abrolhosensis,rare,cat,11,jmadin
abundance_world,Acropora abrotanoides,uncommon,cat,11,jmadin
abundance_world,Acropora aculeus,uncommon,cat,11,jmadin
abundance_world,Acropora acuminata,uncommon,cat,11,jmadin
abundance_world,Acropora akajimensis,rare,cat,10,jmadin
abundance_world,Acropora anthocercis,uncommon,cat,11,jmadin
abundance_world,Acropora appressa,uncommon,cat,11,jmadin
abundance_world,Acropora arabensis,common,cat,11,jmadin
abundance_world,Acropora aspera,uncommon,cat,11,jmadin
abundance_world,Acropora austera,common,cat,11,jmadin
abundance_world,Acropora awi,uncommon,cat,11,jmadin
abundance_world,Acropora azurea,uncommon,cat,10,jmadin
abundance_world,Acropora batunai,uncommon,cat,11,jmadin
abundance_world,Acropora bifurcata,uncommon,cat,10,jmadin
abundance_world,Acropora branchi,common,cat,10,jmadin
abundance_world,Acropora brueggemanni,common,cat,11,jmadin
abundance_world,Acropora bushyensis,rare,cat,11,jmadin
abundance_world,Acropora cardenae,common,cat,10,jmadin
abundance_world,Acropora carduus,common,cat,11,jmadin
abundance_world,Acropora caroliniana,uncommon,cat,11,jmadin
abundance_world,Acropora cerealis,common,cat,11,jmadin
abundance_world,Acropora cervicornis,uncommon,cat,11,jmadin
abundance_world,Acropora chesterfieldensis,rare,cat,11,jmadin
abundance_world,Acropora clathrata,common,cat,11,jmadin
abundance_world,Acropora convexa,uncommon,cat,10,jmadin
abundance_world,Acropora cophodactyla,uncommon,cat,10,jmadin
abundance_world,Acropora copiosa,rare,cat,10,jmadin
abundance_world,Acropora crateriformis,common,cat,11,jmadin
abundance_world,Acropora cuneata,common,cat,11,jmadin
abundance_world,Acropora cylindrica,uncommon,cat,10,jmadin
abundance_world,Acropora cytherea,common,cat,11,jmadin
abundance_world,Acropora dendrum,uncommon,cat,11,jmadin
abundance_world,Acropora derawanensis,uncommon,cat,11,jmadin
abundance_world,Acropora desalwii,common,cat,11,jmadin
abundance_world,Acropora digitifera,uncommon,cat,11,jmadin
abundance_world,Acropora divaricata,common,cat,11,jmadin
abundance_world,Acropora donei,uncommon,cat,11,jmadin
abundance_world,Acropora downingi,common,cat,11,jmadin
abundance_world,Acropora echinata,uncommon,cat,11,jmadin
abundance_world,Acropora efflorescens,rare,cat,10,jmadin
abundance_world,Acropora elegans,uncommon,cat,11,jmadin
abundance_world,Acropora elegantula,common,cat,10,jmadin
abundance_world,Acropora elizabethensis,common,cat,10,jmadin
abundance_world,Acropora elseyi,common,cat,11,jmadin
abundance_world,Acropora exquisita,uncommon,cat,10,jmadin
abundance_world,Acropora fastigata,rare,cat,10,jmadin
abundance_world,Acropora fenneri,uncommon,cat,10,jmadin
abundance_world,Acropora filiformis,uncommon,cat,10,jmadin
abundance_world,Acropora florida,common,cat,11,jmadin
abundance_world,Acropora formosa,common,cat,11,jmadin
abundance_world,Acropora forskali,uncommon,cat,10,jmadin
abundance_world,Acropora gemmifera,common,cat,11,jmadin
abundance_world,Acropora glauca,rare,cat,11,jmadin
abundance_world,Acropora globiceps,common,cat,11,jmadin
abundance_world,Acropora gomezi,uncommon,cat,10,jmadin
abundance_world,Acropora grandis,common,cat,11,jmadin
abundance_world,Acropora granulosa,common,cat,11,jmadin
abundance_world,Acropora haimei,uncommon,cat,10,jmadin
abundance_world,Acropora halmaherae,rare,cat,23,jmadin
abundance_world,Acropora hemprichii,common,cat,11,jmadin
abundance_world,Acropora hoeksemai,common,cat,11,jmadin
abundance_world,Acropora horrida,uncommon,cat,11,jmadin
abundance_world,Acropora humilis,common,cat,11,jmadin
abundance_world,Acropora hyacinthus,common,cat,11,jmadin
abundance_world,Acropora indonesia,common,cat,11,jmadin
abundance_world,Acropora inermis,uncommon,cat,10,jmadin
abundance_world,Acropora insignis,uncommon,cat,10,jmadin
abundance_world,Acropora irregularis,uncommon,cat,10,jmadin
abundance_world,Acropora jacquelineae,uncommon,cat,11,jmadin
abundance_world,Acropora japonica,common,cat,10,jmadin
abundance_world,Acropora khayranensis,uncommon,cat,24,jmadin
abundance_world,Acropora kimbeensis,uncommon,cat,11,jmadin
abundance_world,Acropora kirstyae,uncommon,cat,11,jmadin
abundance_world,Acropora kosurini,rare,cat,11,jmadin
abundance_world,Acropora lamarcki,common,cat,10,jmadin
abundance_world,Acropora latistella,common,cat,11,jmadin
abundance_world,Acropora lianae,common,cat,10,jmadin
abundance_world,Acropora listeri,uncommon,cat,11,jmadin
abundance_world,Acropora loisetteae,uncommon,cat,11,jmadin
abundance_world,Acropora lokani,uncommon,cat,11,jmadin
abundance_world,Acropora longicyathus,common,cat,11,jmadin
abundance_world,Acropora loripes,common,cat,11,jmadin
abundance_world,Acropora lovelli,rare,cat,11,jmadin
abundance_world,Acropora lutkeni,uncommon,cat,11,jmadin
abundance_world,Acropora macrostoma,uncommon,cat,10,jmadin
abundance_world,Acropora maryae,common,cat,10,jmadin
abundance_world,Acropora massawensis,uncommon,cat,10,jmadin
abundance_world,Acropora meridiana,uncommon,cat,10,jmadin
abundance_world,Acropora microclados,uncommon,cat,11,jmadin
abundance_world,Acropora microphthalma,common,cat,11,jmadin
abundance_world,Acropora millepora,common,cat,11,jmadin
abundance_world,Acropora minuta,common,cat,10,jmadin
abundance_world,Acropora mirabilis,uncommon,cat,10,jmadin
abundance_world,Acropora monticulosa,uncommon,cat,11,jmadin
abundance_world,Acropora multiacuta,rare,cat,11,jmadin
abundance_world,Acropora nana,uncommon,cat,11,jmadin
abundance_world,Acropora nasuta,common,cat,11,jmadin
abundance_world,Acropora natalensis,uncommon,cat,10,jmadin
abundance_world,Acropora navini,common,cat,10,jmadin
abundance_world,Acropora nobilis,common,cat,11,jmadin
abundance_world,Acropora ocellata,rare,cat,10,jmadin
abundance_world,Acropora orbicularis,uncommon,cat,10,jmadin
abundance_world,Acropora palifera,common,cat,11,jmadin
abundance_world,Acropora palmata,uncommon,cat,11,jmadin
abundance_world,Acropora palmerae,uncommon,cat,11,jmadin
abundance_world,Acropora paniculata,uncommon,cat,11,jmadin
abundance_world,Acropora papillare,uncommon,cat,11,jmadin
abundance_world,Acropora paragemmifera,common,cat,24,jmadin
abundance_world,Acropora parahemprichii,uncommon,cat,10,jmadin
abundance_world,Acropora parapharaonis,common,cat,10,jmadin
abundance_world,Acropora parilis,common,cat,10,jmadin
abundance_world,Acropora pectinatus,uncommon,cat,10,jmadin
abundance_world,Acropora pharaonis,common,cat,11,jmadin
abundance_world,Acropora pichoni,common,cat,11,jmadin
abundance_world,Acropora pinguis,uncommon,cat,10,jmadin
abundance_world,Acropora plana,uncommon,cat,10,jmadin
abundance_world,Acropora plantaginea,common,cat,10,jmadin
abundance_world,Acropora plumosa,uncommon,cat,11,jmadin
abundance_world,Acropora polystoma,uncommon,cat,11,jmadin
abundance_world,Acropora prolifera,uncommon,cat,10,jmadin
abundance_world,Acropora prostrata,uncommon,cat,10,jmadin
abundance_world,Acropora proximalis,common,cat,10,jmadin
abundance_world,Acropora pruinosa,rare,cat,10,jmadin
abundance_world,Acropora pulchra,uncommon,cat,11,jmadin
abundance_world,Acropora rambleri,rare,cat,10,jmadin
abundance_world,Acropora retusa,uncommon,cat,11,jmadin
abundance_world,Acropora robusta,common,cat,11,jmadin
abundance_world,Acropora rongelapensis,rare,cat,24,jmadin
abundance_world,Acropora rosaria,common,cat,10,jmadin
abundance_world,Acropora roseni,uncommon,cat,11,jmadin
abundance_world,Acropora rudis,uncommon,cat,11,jmadin
abundance_world,Acropora rufus,uncommon,cat,10,jmadin
abundance_world,Acropora russelli,uncommon,cat,11,jmadin
abundance_world,Acropora samoensis,common,cat,11,jmadin
abundance_world,Acropora sarmentosa,common,cat,11,jmadin
abundance_world,Acropora scherzeriana,uncommon,cat,10,jmadin
abundance_world,Acropora schmitti,rare,cat,10,jmadin
abundance_world,Acropora secale,common,cat,11,jmadin
abundance_world,Acropora sekiseiensis,rare,cat,10,jmadin
abundance_world,Acropora selago,uncommon,cat,11,jmadin
abundance_world,Acropora seriata,common,cat,10,jmadin
abundance_world,Acropora simplex,uncommon,cat,11,jmadin
abundance_world,Acropora solitaryensis,rare,cat,11,jmadin
abundance_world,Acropora spathulata,common,cat,11,jmadin
abundance_world,Acropora speciosa,uncommon,cat,11,jmadin
abundance_world,Acropora spicifera,uncommon,cat,11,jmadin
abundance_world,Acropora squarrosa,common,cat,11,jmadin
abundance_world,Acropora stoddarti,uncommon,cat,10,jmadin
abundance_world,Acropora striata,rare,cat,11,jmadin
abundance_world,Acropora subglabra,uncommon,cat,11,jmadin
abundance_world,Acropora subulata,common,cat,11,jmadin
abundance_world,Acropora suharsonoi,uncommon,cat,11,jmadin
abundance_world,Acropora sukarnoi,rare,cat,23,jmadin
abundance_world,Acropora tanegashimensis,rare,cat,10,jmadin
abundance_world,Acropora tenella,uncommon,cat,11,jmadin
abundance_world,Acropora tenuis,uncommon,cat,11,jmadin
abundance_world,Acropora teres,rare,cat,10,jmadin
abundance_world,Acropora tizardi,rare,cat,10,jmadin
abundance_world,Acropora togianensis,uncommon,cat,11,jmadin
abundance_world,Acropora torihalimeda,uncommon,cat,10,jmadin
abundance_world,Acropora torresiana,rare,cat,10,jmadin
abundance_world,Acropora tortuosa,uncommon,cat,11,jmadin
abundance_world,Acropora tumida,common,cat,10,jmadin
abundance_world,Acropora turaki,uncommon,cat,11,jmadin
abundance_world,Acropora tutuilensis,uncommon,cat,10,jmadin
abundance_world,Acropora valenciennesi,common,cat,11,jmadin
abundance_world,Acropora valida,common,cat,11,jmadin
abundance_world,Acropora variabilis,uncommon,cat,10,jmadin
abundance_world,Acropora variolosa,uncommon,cat,11,jmadin
abundance_world,Acropora vaughani,uncommon,cat,11,jmadin
abundance_world,Acropora vermiculata,common,cat,10,jmadin
abundance_world,Acropora verweyi,common,cat,11,jmadin
abundance_world,Acropora walindii,rare,cat,11,jmadin
abundance_world,Acropora wallaceae,uncommon,cat,10,jmadin
abundance_world,Acropora willisae,uncommon,cat,11,jmadin
abundance_world,Acropora yongei,common,cat,11,jmadin
abundance_world,Agaricia agaricites,common,cat,11,jmadin
abundance_world,Agaricia fragilis,uncommon,cat,10,jmadin
abundance_world,Agaricia grahamae,common,cat,11,jmadin
abundance_world,Agaricia humilis,common,cat,11,jmadin
abundance_world,Agaricia lamarcki,common,cat,11,jmadin
abundance_world,Agaricia tenuifolia,common,cat,11,jmadin
abundance_world,Agaricia undata,uncommon,cat,10,jmadin
abundance_world,Alveopora allingi,uncommon,cat,11,jmadin
abundance_world,Alveopora catalai,common,cat,11,jmadin
abundance_world,Alveopora daedalea,uncommon,cat,11,jmadin
abundance_world,Alveopora excelsa,uncommon,cat,11,jmadin
abundance_world,Alveopora fenestrata,uncommon,cat,11,jmadin
abundance_world,Alveopora gigas,uncommon,cat,11,jmadin
abundance_world,Alveopora japonica,uncommon,cat,11,jmadin
abundance_world,Alveopora marionensis,rare,cat,11,jmadin
abundance_world,Alveopora minuta,rare,cat,11,jmadin
abundance_world,Alveopora ocellata,rare,cat,10,jmadin
abundance_world,Alveopora spongiosa,uncommon,cat,11,jmadin
abundance_world,Alveopora tizardi,uncommon,cat,11,jmadin
abundance_world,Alveopora verrilliana,uncommon,cat,11,jmadin
abundance_world,Alveopora viridis,rare,cat,11,jmadin
abundance_world,Anacropora forbesi,uncommon,cat,11,jmadin
abundance_world,Anacropora matthai,rare,cat,11,jmadin
abundance_world,Anacropora pillai,rare,cat,10,jmadin
abundance_world,Anacropora puertogalerae,uncommon,cat,11,jmadin
abundance_world,Anacropora reticulata,rare,cat,11,jmadin
abundance_world,Anacropora spinosa,uncommon,cat,11,jmadin
abundance_world,Anacropora spumosa,uncommon,cat,10,jmadin
abundance_world,Anomastraea irregularis,uncommon,cat,11,jmadin
abundance_world,Astrangia poculata,common,cat,11,jmadin
abundance_world,Astreopora cucullata,rare,cat,11,jmadin
abundance_world,Astreopora eliptica,rare,cat,24,jmadin
abundance_world,Astreopora expansa,uncommon,cat,11,jmadin
abundance_world,Astreopora gracilis,uncommon,cat,11,jmadin
abundance_world,Astreopora incrustans,rare,cat,11,jmadin
abundance_world,Astreopora listeri,common,cat,11,jmadin
abundance_world,Astreopora macrostoma,uncommon,cat,11,jmadin
abundance_world,Astreopora moretonensis,rare,cat,11,jmadin
abundance_world,Astreopora myriophthalma,common,cat,11,jmadin
abundance_world,Astreopora ocellata,rare,cat,11,jmadin
abundance_world,Astreopora randalli,uncommon,cat,11,jmadin
